mp_name,mp_age,mp_gender,mp_party,tweet_id,tweet_user,tweet_label,annotator,raw_text,clean_text,sent_label,sent_score,hate_label,hate_score,emo_optimism,emo_joy,emo_anger,translation,summary,pos_num_determinantes,pos_num_nouns,pos_num_verbs,pos_num_adjectives,pos_num_proper_nouns,pos_starts_with_pronoun,pos_ratio_noun_to_verb,Xwords,Xunique,Xtwice,Xav_length,Xmax_length,Xnumbers,Xlength_6,Xlength_3,Xstop,Xcharacter,Xcapital,Xpunctuation,Xsentence,Xsentence_par,Xword_par,Xchar_par,Xdet,Xprep,Xsing,Xplural,Xadv,Xnouns,Xpronouns,Xconj,Xpast,Xfuture,Xmentions,Xhashtag,Xurl,Xemoji,emo_sadness
Giannis Plakiotakis,57,masculino,Νέα Δημοκρατία,1349005840745984007,"Giannis Plakiotakis
@G_Plakiotakis",0,tiebreak_rule,"Την Τετάρτη το πρωί, στις 9:15 στον ΣΚΑΪ και την εκπομπή ""Σήμερα"" #Πλακιωτάκης #ΣΚΑΪ https://t.co/PynuyD0upJ",", 9:15 """"",neutral,0.8632032871246338,not hate,0.7837180495262146,0.593174934387207,0.19987452030181885,0.12021705508232117,"Wednesday morning, at 9:15 p.m. and today's ""Today"" issue #Scaoits https://t.co/PynuyD0upJ"," Wednesday morning, at 9:15 p.m. and today's ""Today"" issue #Scaoits .",5,6,0,0,0,False,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,9,0.0,0.4444444444444444,1,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.06666666666666667,0.5740740740740741,
Giannis Plakiotakis,57,masculino,Νέα Δημοκρατία,1356688335130001409,"Giannis Plakiotakis
@G_Plakiotakis",0,annotator_1,"Απόψε, στη μία μετά τα μεσάνυχτα, στην εκπομπή #direct στον Alpha TV με τον Τάκη Χατζή, περιγράφω την περιπέτειά μου με τον COVID-19.

#Πλακιωτάκης #COVID19 https://t.co/hxDHVkQj1u",", , direct Alpha TV , COVID-19. COVID19",neutral,0.8239247798919678,hate,0.5090739727020264,0.6301536560058594,0.16738826036453247,0.12167609483003616,"Last night, one after midnight, at the #direct exhibition on Alpha TV with Takay Haji, I describe my anniversary with COVID-19. #Flagician #COVID19 https://t.co/hxDHVkQj1u"," Last night, one after midnight, at the #direct exhibition on Alpha TV with Takay Haji, I describe my anniversary with COVID-19. #Flagician #COVID19 .",7,4,1,0,2,False,4.0,3,1.0,0.0,4.333333333333333,6,0.0,0.0,0.3333333333333333,0.0,39,0.3333333333333333,0.1282051282051282,2,2.0,3.0,39.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11538461538461539,0.038461538461538464,0.5333333333333333,
Κατερίνα Νοτοπούλου,36,femenino,Συνασπισμός Ριζοσπαστικής Αριστεράς – Προοδευτική Συμμαχία,1352200868943245313,"Κατερίνα Νοτοπούλου
@katenotopoulou",-1,tiebreak_rule,Προχειρογράφημα ο νέος Οργανισμός Εσωτερικής Υπηρεσίας του Δήμου Θεσσαλονίκης. Δεν λαμβάνει υπόψη και δεν ανταποκρίνεται στις απαιτήσεις σύγχρονης διακυβέρνησης των δήμων. Δεν εκσυγχρονίζει τη λειτουργία του Δήμου Θεσσαλονίκης. https://t.co/qbZZ5XsbpC,. . .,neutral,0.7721729874610901,not hate,0.8688682317733765,0.5586957931518555,0.2313828319311142,0.13311350345611572,The new Internal Service Agency of the Thessaloniki City of Thessaloniki. It does not take into account and does not meet the modern government requirements of the municipalities. It does not modernize the operation of the Thessaloniki City. https://t.co/qbZ5XsbpC," The new Internal Service Agency of the Thessaloniki City does not meet the modern government requirements of the municipalities . It does not modernize the operation of the city, according to the city's mayor . The new agency does not take into account and does not .",6,9,4,2,2,False,2.25,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5,0.0,0.6,1,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034482758620689655,0.7848605577689243,
Κατερίνα Νοτοπούλου,36,femenino,Συνασπισμός Ριζοσπαστικής Αριστεράς – Προοδευτική Συμμαχία,1408077447896174594,"Κατερίνα Νοτοπούλου
@katenotopoulou",-1,annotator_3,"❗️Η κυβέρνηση από τη μια απλουστεύει τις διαδικασίες για τις ιαματικές πηγές, από την άλλη εκποιεί μέσω ΑΕ τον τουριστικό πλούτο της χώρας. Τουρισμός ΑΕ για την ΝΔ ❗️
👉🏻 https://t.co/zyhAmjeIp5",", .",neutral,0.7487517595291138,not hate,0.7590808868408203,0.5976033806800842,0.20229479670524597,0.12377787381410599,"The government by one simplifys the procedures for production sources, the other by means of the AE produces the country's tourist wealth. Tourism AE for ND ► https://t.co/zyhAmjeIp5"," The government by one simplifys the procedures for production sources, the other by means of the AE produces the country's tourist wealth .",10,11,1,3,0,False,11.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,3,0.0,0.6666666666666666,1,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03225806451612903,0.7150259067357513,
Κατερίνα Νοτοπούλου,36,femenino,Συνασπισμός Ριζοσπαστικής Αριστεράς – Προοδευτική Συμμαχία,1409479986604556293,"Κατερίνα Νοτοπούλου
@katenotopoulou",-1,annotator_3,"Έχουν το θράσος να προσπαθούν να εξαγοράσουν με #150ευρω τη νέα γενιά που δείχνει εμπιστοσύνη στην επιστήμη, αυτοί που εργαλειοποίησαν την επιστήμη. Αυτοί που ξόδεψαν εκατομμύρια ευρώ στη λίστα Πέτσα, που κατηγόρησαν τους νέους ως ανεύθυνους,","150 , . , ,",neutral,0.7875564098358154,not hate,0.7897493839263916,0.5907689332962036,0.20236364006996155,0.1320534646511078,"They have the faith to try to buy with #150 euros the new generation that shows confidence in science, those who have put science into practice."," #150 euros will be sold to the new generation that shows confidence in science, those who have put science into practice . They have",6,11,7,2,0,False,1.57,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,11,0.0,0.36363636363636365,2,2.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.0,0.8223140495867769,
Κατερίνα Νοτοπούλου,36,femenino,Συνασπισμός Ριζοσπαστικής Αριστεράς – Προοδευτική Συμμαχία,1357352556670971904,"Κατερίνα Νοτοπούλου
@katenotopoulou",0,annotator_3,"📌 Ερώτησή μας προς τον Υπουργό Περιβάλλοντος και Ενέργειας σχετικά με τα Προβλήματα υλοποίησης του Εξοικονομώ – Αυτονομώ στην ΠΚΜ

https://t.co/h6JcVeMK0g",,neutral,0.780087947845459,not hate,0.7693297266960144,0.5657223463058472,0.19331766664981842,0.14405164122581482, Question to the Minister for the Environment and Energy on the problems of implementation of the economy – I commit myself to the MCC https://t.co/h6JcVeMK0g, Question to the Minister for the Environment and Energy on the problems of implementation of the economy – I commit myself to the MCC .,6,8,0,0,0,False,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.7142857142857143,
Κατερίνα Νοτοπούλου,36,femenino,Συνασπισμός Ριζοσπαστικής Αριστεράς – Προοδευτική Συμμαχία,1354825891835043845,"Κατερίνα Νοτοπούλου
@katenotopoulou",-1,annotator_3,"🔻Απόσυρση τώρα του νομοσχεδίου Κεραμέως που υποβαθμίζει τα ΑΕΙ, εντείνει την υποστελέχωσή τους, μειώνει τον αριθμό των εισακτέων, δρομολογεί κλείσιμο τμημάτων και προβλέπει μόνο την πρόσληψη ειδικών φρουρών για τη φύλαξη των πανεπιστημίων.",", , , .",neutral,0.7939450144767761,not hate,0.5975005626678467,0.5738359093666077,0.21274948120117188,0.13848347961902618,"The implementation of the Keramija bill now underpins the EIAs, deepens their supply, reduces the number of incomes, leads to closed sections and only provides for the acquisition of special care for the preservation of universities."," Keramija bill now underpins the EIAs, deepens supply, reduces the number of incomes, leads to closed sections and only provides for the acquisition of special care for the preservation of universities .",8,12,5,1,0,False,2.4,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,7,0.0,0.5714285714285714,1,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8493723849372385,
Κατερίνα Νοτοπούλου,36,femenino,Συνασπισμός Ριζοσπαστικής Αριστεράς – Προοδευτική Συμμαχία,1352028722254249986,"Κατερίνα Νοτοπούλου
@katenotopoulou
·
Jan 21, 2021",0,annotator_2,"Οι συστάσεις των @WHO, @UNWTO και @WTTC δεν πρέπει ούτε να αγνοούνται, ούτε να ερμηνεύονται αποσπασματικά. #restart_tourism",", , . restart_tourism",neutral,0.867612898349762,not hate,0.9497527480125427,0.09622111171483994,0.7367478013038635,,"The recommendations of @WHO, @UNWTO and @WTTC should neither be ignored nor interpreted entirely. #restart_tourism"," The recommendations of @WHO, @UNWTO and @WTTC should neither be ignored nor interpreted entirely . #restart_",2,2,2,0,0,False,1.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,21,0.0,0.19047619047619047,2,2.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17647058823529413,0.058823529411764705,0.0,0.5934959349593496,0.09643746167421341
Κατερίνα Νοτοπούλου,36,femenino,Συνασπισμός Ριζοσπαστικής Αριστεράς – Προοδευτική Συμμαχία,1384812695149481984,"Κατερίνα Νοτοπούλου
@katenotopoulou",-1,annotator_2,Ο Δήμαρχος Θεσσαλονίκης εκλιπαρεί -κατά δήλωσή του- εκ νέου την κυβέρνηση να δώσει λύση στο ζήτημα της αγοράς της Θεσσαλονίκης. Με ικεσίες και παρακλήσεις όμως δεν λύνονται τα πραγματικά προβλήματα. Τον είχαμε προειδοποιήσει εγκαίρως ότι η Θεσσαλονίκη αδικείται σφόδρα,- - . .,neutral,0.779456377029419,not hate,0.7961222529411316,0.5433846116065979,0.24944348633289337,0.1308075338602066,"The President of Thessaloniki is calling again on the government to solve the problem of the Thessaloniki market, but with requests and appeals we have not solved the real problems. We have certainly warned him that Thessaloniki is a criminal figure."," The President of Thessaloniki is calling again on the government to solve the problem of the market, but with requests and appeals we have not solved the real problems. We have certainly warned him that Thessaliki is a criminal figure. We",7,9,5,2,3,False,1.8,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,7,0.0,0.5714285714285714,1,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8432835820895522,
Κατερίνα Νοτοπούλου,36,femenino,Συνασπισμός Ριζοσπαστικής Αριστεράς – Προοδευτική Συμμαχία,1352218048892178432,"Κατερίνα Νοτοπούλου
@katenotopoulou",-1,annotator_2,Φοιτητές διαμαρτύρονται για τις κυβερνητικές αποφάσεις που λαμβάνονται εν μέσω πανδημίας και μετατρέπουν τα Πανεπιστήμια σε αστυνομοκρατούμενα ιδρύματα και η κυβέρνηση απαντά ξανά με καταστολή. Προσαγωγές και ένταση στο πανεκπαιδευτικό συλλαλητήριο στην Θεσσαλονίκη #φοιτητες,.,neutral,0.7558789253234863,not hate,0.784256100654602,0.5357940196990967,0.2615717649459839,0.1336500197649002,Students argue about government decisions taken in the media and turn universities into police institutions and the government answers with opposition again. Productions and emphasis on the educational community in Thessaloniki #schools, Students argue about government decisions taken in the media and turn universities into police institutions . Government answers with opposition again .,5,10,4,3,1,False,2.5,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,0.0,1.0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029411764705882353,0.0,0.8727272727272727,
Κατερίνα Νοτοπούλου,36,femenino,Συνασπισμός Ριζοσπαστικής Αριστεράς – Προοδευτική Συμμαχία,1407798341522673685,"Κατερίνα Νοτοπούλου
@katenotopoulou",-1,annotator_1,"Αποξενωμένος από την πραγματικότητα ο πρωθυπουργός. Αφού «ευλόγησε τα γένια του» και πανηγύρισε τις κατά φαντασίαν επιτυχίες της κυβέρνησής του, δεν έλυσε ουσιαστικά κανένα πρόβλημα, τη στιγμή που όλος ο κόσμος του τουρισμού αγωνιά και αντιμετωπίζει πρόβλημα επιβίωσης.",". , , .",neutral,0.7896904349327087,not hate,0.8937935829162598,0.5799316167831421,0.21932484209537506,0.13063302636146545,"In fact, the prime minister, after ""blessing his generals"" and jeopardizing his government's seemingly successful achievements, did not really solve any problem, at a time when the whole world was fighting and facing a problem of survival."," Prime Minister ""blessed his generals"" and jeopardized his government's seemingly successful achievements, did not really solve any problem, he says . In fact, the prime minister, after ""bending his generals,"" did not",9,11,7,1,0,False,1.57,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,7,0.0,0.5714285714285714,2,2.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8475836431226765,
Costas Zachariadis,43,masculino,Συνασπισμός Ριζοσπαστικής Αριστεράς – Προοδευτική Συμμαχία,1404165609039056901,"Costas Zachariadis
@CZachariadis",0,tiebreak_rule,Μετά την υπογραφή της Συμφωνίας των Πρεσπών την αποκλειστική χρήση του όρου «Μακεδονία» τον έχει  η Ελλάδα. Η γειτονική μας χώρα είναι η Βόρεια Μακεδονία και ως τέτοια πρέπει να μετέχει στις αθλητικές διοργανώσεις. Η κυβέρνηση να απαιτήσει την απαρέγκλιτη εφαρμογή της Συμφωνίας.,. . .,neutral,0.7726025581359863,not hate,0.6987546682357788,0.5289996862411499,0.26710081100463867,0.12518376111984253,"After the signing of the Prespas Agreement, Greece has the exclusive use of the term ‘Macedonia’."," After the signing of the Prespas Agreement, Greece has the exclusive use of the term ‘Macedonia",12,9,3,5,4,False,3.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5,0.0,0.6,1,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8351254480286738,
Costas Zachariadis,43,masculino,Συνασπισμός Ριζοσπαστικής Αριστεράς – Προοδευτική Συμμαχία,1399049586761740292,"Costas Zachariadis
@CZachariadis",-1,tiebreak_rule,Η Ελλάδα είναι θεσμικά ανάπηρη και ανολοκλήρωτη  γιατί δεν κυβερνάται από πολιτικούς και με κανόνες αλλά από τσιφλικάδες και φεουδάρχες https://t.co/RJBCHO13hm,,neutral,0.7442371249198914,hate,0.5099936723709106,0.5605900883674622,0.22880113124847412,0.12843865156173706,Greece is institutionally independent and incomplete because it is not governed by politicians and by rules but by cyclists and bakers https://t.co/RJBCHO13hm, Greece is institutionally independent and incomplete because it is not governed by politicians and by rules but by cyclists and bakers .,1,3,1,3,1,False,3.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.7232704402515723,
Costas Zachariadis,43,masculino,Συνασπισμός Ριζοσπαστικής Αριστεράς – Προοδευτική Συμμαχία,1362497305002323969,"Costas Zachariadis
@CZachariadis",-1,tiebreak_rule,Επιτελικό μπάχαλο και ανικανότητα. Η αυτοαποκαλούμενη κυβέρνηση των αρίστων έδειξε τα όρια και τις επιδώσεις της https://t.co/6gEhbbQNaB,.,neutral,0.7624654173851013,not hate,0.7220007181167603,0.558326244354248,0.23461802303791046,0.11915795505046844,Final failure and disability. The so-called government of artists has shown the limits and performances of https://t.co/6gEhbbQNAB," The so-called government of artists has shown the limits and performances of artists, the government of art has shown . Final failure and disability. Final",5,5,1,3,0,False,5.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,0.0,1.0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.7058823529411765,
